OrderID,CustomerID,OrderDate,TotalAmount
81,283,2024-12-07 18:20:34,241.05
82,232,2024-12-26 18:20:34,254.12
83,7844,2024-12-02 18:20:34,105.89
84,5321,2024-12-25 18:20:34,356.85
85,6111,2024-12-05 18:20:34,181.19
86,5789,2024-12-26 18:20:34,59.28
87,392,2024-12-24 18:20:34,86.71
88,9532,2024-12-21 18:20:34,159.21
89,9535,2024-12-30 18:20:34,287.84
90,5875,2024-12-20 18:20:34,213.84
91,4272,2024-12-02 18:20:34,49.83
92,7381,2024-12-02 18:20:34,369.17
93,1942,2024-12-12 18:20:34,60.62
94,666,2024-12-02 18:20:34,437.7
95,9120,2024-12-24 18:20:34,310.98
96,2044,2024-12-07 18:20:34,44.99
97,2570,2024-12-08 18:20:34,463.44
98,8229,2024-12-05 18:20:34,414.92
99,7404,2024-12-03 18:20:34,111.83
100,5263,2024-12-09 18:20:34,381.84
101,2467,2024-12-27 18:20:34,317.75
102,7106,2024-12-14 18:20:34,486.34
103,6672,2024-12-04 18:20:34,148.41
104,9825,2024-12-08 18:20:34,350.28
105,6173,2024-12-05 18:20:34,466.38
106,5549,2024-12-04 18:20:34,276.93
107,1053,2024-12-23 18:20:34,433.91
108,9842,2024-12-02 18:20:34,94.18
109,1300,2024-12-05 18:20:34,179.15
110,3679,2024-12-07 18:20:34,129.52
111,7109,2024-12-25 18:20:34,319.57
112,8039,2024-12-17 18:20:34,484.11
113,703,2024-12-17 18:20:34,442.65
114,6206,2024-12-01 18:20:34,354.3
115,3902,2024-12-12 18:20:34,436.38
116,7534,2024-12-16 18:20:34,415.04
117,6897,2024-12-01 18:20:34,337.17
118,3899,2024-12-11 18:20:34,340.8
119,3680,2024-12-04 18:20:34,123.14
120,3392,2024-12-20 18:20:34,200.74
121,9844,2024-12-17 18:20:34,410.71
122,1162,2024-12-12 18:20:34,104.73
123,8717,2024-12-13 18:20:34,129.47
124,8208,2024-12-24 18:20:34,330.27
125,4718,2024-12-06 18:20:34,50.35
126,389,2024-12-06 18:20:34,313.78
127,7711,2024-12-27 18:20:34,398.33
128,1910,2024-12-02 18:20:34,318.94
129,156,2024-12-18 18:20:34,365.16
130,9429,2024-12-09 18:20:34,485.64
131,901,2024-12-26 18:20:34,119.25
132,8840,2024-12-09 18:20:34,165.79
133,1514,2024-12-26 18:20:34,87.38
134,6975,2024-12-23 18:20:34,368.85
135,5484,2024-12-10 18:20:34,80.71
136,4124,2024-12-12 18:20:34,347.18
137,6097,2024-12-01 18:20:34,375.15
138,3515,2024-12-27 18:20:34,162.48
139,4123,2024-12-11 18:20:34,411.19
140,4489,2024-12-04 18:20:34,480.33
141,5412,2024-12-08 18:20:34,464.67
142,5480,2024-12-22 18:20:34,318.56
143,2510,2024-12-13 18:20:34,257.35
144,9553,2024-12-17 18:20:34,283.07
145,662,2024-12-04 18:20:34,426.23
146,2392,2024-12-29 18:20:34,73.56
147,6561,2024-12-20 18:20:34,301.04
148,7064,2024-12-06 18:20:34,103.05
149,3489,2024-12-30 18:20:34,441.68
150,9581,2024-12-30 18:20:34,300.27
151,8387,2024-12-10 18:20:34,447.83
152,7076,2024-12-09 18:20:34,285.2
153,8873,2024-12-25 18:20:34,164.06
154,2297,2024-12-08 18:20:34,196.79
155,9795,2024-12-30 18:20:34,45.56
156,9898,2024-12-03 18:20:34,477.67
157,9514,2024-12-04 18:20:34,134.04
158,9854,2024-12-30 18:20:34,135.91
159,9761,2024-12-07 18:20:34,55.99
160,2813,2024-12-07 18:20:34,34.16
161,3254,2024-12-23 18:20:34,437.04
162,7356,2024-12-09 18:20:34,71.1
163,8736,2024-12-11 18:20:34,40.07
164,9153,2024-12-29 18:20:34,120.66
165,8722,2024-12-25 18:20:34,325.15
166,8335,2024-12-25 18:20:34,477.11
167,2129,2024-12-11 18:20:34,81.61
168,9361,2024-12-12 18:20:34,224.92
169,9594,2024-12-13 18:20:34,226.73
170,6852,2024-12-16 18:20:34,354.08
171,980,2024-12-28 18:20:34,470.21
172,2692,2024-12-05 18:20:34,390.01
173,3855,2024-12-10 18:20:34,127.55
174,1162,2024-12-13 18:20:34,62.14
175,1823,2024-12-24 18:20:34,399.73
176,7162,2024-12-21 18:20:34,199.05
177,5401,2024-12-14 18:20:34,143.8
178,5176,2024-12-06 18:20:34,58.74
179,9308,2024-12-13 18:20:34,358.49
180,2603,2024-12-12 18:20:34,222.11
181,6739,2024-12-22 18:20:34,416.54
182,1653,2024-12-12 18:20:34,459.99
183,9743,2024-12-27 18:20:34,484.82
184,6404,2024-12-19 18:20:34,85.16
185,2485,2024-12-07 18:20:34,235.56
186,9258,2024-12-28 18:20:34,309.76
187,7266,2024-12-03 18:20:34,225.08
188,6174,2024-12-16 18:20:34,194.4
189,6106,2024-12-20 18:20:34,331.87
190,3959,2024-12-29 18:20:34,208.83
191,5154,2024-12-06 18:20:34,229.02
192,1798,2024-12-13 18:20:34,331.19
193,6789,2024-12-09 18:20:34,473.98
194,9368,2024-12-16 18:20:34,188.31
195,8993,2024-12-22 18:20:34,54.95
196,3345,2024-12-19 18:20:34,468.41
197,269,2024-12-14 18:20:34,432.53
198,8711,2024-12-20 18:20:34,227.89
199,3921,2024-12-23 18:20:34,126.0
200,833,2024-12-14 18:20:34,146.75
201,3576,2024-12-26 18:20:34,291.77
202,8763,2024-12-19 18:20:34,136.52
203,7091,2024-12-03 18:20:34,346.96
204,5989,2024-12-17 18:20:34,107.86
205,8140,2024-12-23 18:20:34,450.38
206,521,2024-12-15 18:20:34,458.04
207,3035,2024-12-24 18:20:34,297.28
208,4342,2024-12-08 18:20:34,179.49
209,868,2024-12-27 18:20:34,359.77
210,4748,2024-12-18 18:20:34,478.95
211,8091,2024-12-15 18:20:34,213.5
212,4691,2024-12-11 18:20:34,322.43
213,8292,2024-12-21 18:20:34,292.84
214,5365,2024-12-30 18:20:34,438.07
215,9987,2024-12-15 18:20:34,486.15
216,7713,2024-12-29 18:20:34,497.35
217,6326,2024-12-06 18:20:34,281.51
218,9059,2024-12-06 18:20:34,64.22
219,9401,2024-12-12 18:20:34,446.62
220,4419,2024-12-09 18:20:34,321.49
221,5326,2024-12-16 18:20:34,79.46
222,5327,2024-12-06 18:20:34,106.83
223,8609,2024-12-02 18:20:34,350.69
224,664,2024-12-23 18:20:34,411.62
225,3689,2024-12-07 18:20:34,485.29
226,6917,2024-12-24 18:20:34,413.16
227,1792,2024-12-13 18:20:34,463.07
228,248,2024-12-13 18:20:34,384.11
229,7842,2024-12-29 18:20:34,343.65
230,1878,2024-12-08 18:20:34,490.77
231,6852,2024-12-04 18:20:34,392.34
232,6052,2024-12-18 18:20:34,309.2
233,68,2024-12-15 18:20:34,282.16
234,7377,2024-12-06 18:20:34,165.05
235,4549,2024-12-18 18:20:34,450.41
236,8463,2024-12-26 18:20:34,179.76
237,7264,2024-12-24 18:20:34,134.33
238,2316,2024-12-28 18:20:34,405.48
239,5869,2024-12-16 18:20:34,233.13
240,1774,2024-12-13 18:20:34,332.02
241,2918,2024-12-05 18:20:34,412.41
242,8478,2024-12-03 18:20:34,440.74
243,4661,2024-12-26 18:20:34,380.14
244,9545,2024-12-12 18:20:34,98.59
245,5755,2024-12-22 18:20:34,186.36
246,8508,2024-12-07 18:20:34,364.68
247,7139,2024-12-19 18:20:34,24.0
248,3301,2024-12-26 18:20:34,362.99
249,7095,2024-12-04 18:20:34,186.86
250,6347,2024-12-08 18:20:34,493.69
251,2192,2024-12-27 18:20:34,239.27
252,3049,2024-12-27 18:20:34,103.0
253,1941,2024-12-19 18:20:34,443.29
254,7914,2024-12-17 18:20:34,111.79
255,8373,2024-12-26 18:20:34,445.38
256,4255,2024-12-18 18:20:34,249.33
257,2694,2024-12-27 18:20:34,143.59
258,5232,2024-12-06 18:20:34,36.9
259,1882,2024-12-10 18:20:34,419.35
260,4324,2024-12-28 18:20:34,319.79
261,7028,2024-12-19 18:20:34,453.35
262,6279,2024-12-15 18:20:34,316.57
263,4644,2024-12-15 18:20:34,420.54
264,3302,2024-12-20 18:20:34,136.66
265,6079,2024-12-09 18:20:34,337.72
266,1110,2024-12-03 18:20:34,339.42
267,7765,2024-12-08 18:20:34,178.58
268,4702,2024-12-18 18:20:34,444.23
269,9281,2024-12-18 18:20:34,302.64
270,1505,2024-12-17 18:20:34,196.9
271,9447,2024-12-01 18:20:34,467.61
272,7167,2024-12-29 18:20:34,174.78
273,7103,2024-12-21 18:20:34,99.21
274,2316,2024-12-28 18:20:34,40.89
275,829,2024-12-24 18:20:34,248.75
276,202,2024-12-21 18:20:34,152.86
277,2005,2024-12-04 18:20:34,43.46
278,8399,2024-12-19 18:20:34,64.74
279,3051,2024-12-21 18:20:34,430.92
280,5399,2024-12-09 18:20:34,319.62
281,9233,2024-12-25 18:20:34,178.68
282,676,2024-12-17 18:20:34,241.84
283,515,2024-12-18 18:20:34,219.31
284,4048,2024-12-18 18:20:34,183.7
285,3560,2024-12-08 18:20:34,487.56
286,6332,2024-12-12 18:20:34,156.81
287,3474,2024-12-23 18:20:34,236.92
288,827,2024-12-17 18:20:34,305.61
289,2901,2024-12-22 18:20:34,95.13
290,365,2024-12-21 18:20:34,204.1
291,5067,2024-12-02 18:20:34,432.42
292,1230,2024-12-02 18:20:34,254.97
293,6176,2024-12-01 18:20:34,235.39
294,1925,2024-12-03 18:20:34,249.56
295,5957,2024-12-16 18:20:34,467.04
296,4207,2024-12-28 18:20:34,73.73
297,9882,2024-12-14 18:20:34,426.55
298,7100,2024-12-12 18:20:34,40.38
299,8762,2024-12-12 18:20:34,464.22
300,7126,2024-12-08 18:20:34,212.85
301,7753,2024-12-25 18:20:34,79.93
302,8720,2024-12-30 18:20:34,422.61
303,4797,2024-12-23 18:20:34,335.33
304,5491,2024-12-02 18:20:34,214.48
305,8866,2024-12-25 18:20:34,487.58
306,2384,2024-12-26 18:20:34,362.4
307,904,2024-12-11 18:20:34,410.81
308,4370,2024-12-16 18:20:34,207.94
309,2669,2024-12-03 18:20:34,332.04
310,8085,2024-12-20 18:20:34,82.38
311,7496,2024-12-15 18:20:34,202.06
312,7258,2024-12-18 18:20:34,254.92
313,4758,2024-12-29 18:20:34,316.74
314,1878,2024-12-07 18:20:34,115.46
315,8196,2024-12-09 18:20:34,334.79
316,8752,2024-12-23 18:20:34,56.67
317,4200,2024-12-12 18:20:34,282.65
318,3856,2024-12-26 18:20:34,359.82
319,7682,2024-12-12 18:20:34,222.69
320,6526,2024-12-27 18:20:34,27.46
321,2730,2024-12-04 18:20:34,410.99
322,368,2024-12-17 18:20:34,442.62
323,533,2024-12-30 18:20:34,172.94
324,2452,2024-12-29 18:20:34,422.49
325,8852,2024-12-18 18:20:34,117.76
326,7312,2024-12-19 18:20:34,106.05
327,7529,2024-12-27 18:20:34,223.91
328,3465,2024-12-28 18:20:34,295.1
329,8646,2024-12-03 18:20:34,235.82
330,2507,2024-12-04 18:20:34,318.59
331,2157,2024-12-17 18:20:34,320.42
332,474,2024-12-25 18:20:34,332.83
333,8330,2024-12-16 18:20:34,311.73
334,8972,2024-12-04 18:20:34,376.87
335,8115,2024-12-10 18:20:34,45.56
336,1803,2024-12-08 18:20:34,389.46
337,7797,2024-12-15 18:20:34,268.49
338,2985,2024-12-15 18:20:34,90.81
339,8150,2024-12-21 18:20:34,417.54
340,8814,2024-12-19 18:20:34,59.7
341,4245,2024-12-01 18:20:34,459.45
342,948,2024-12-29 18:20:34,457.0
343,202,2024-12-06 18:20:34,153.29
344,8881,2024-12-28 18:20:34,376.39
345,3107,2024-12-09 18:20:34,181.75
346,9647,2024-12-16 18:20:34,283.65
347,8591,2024-12-13 18:20:34,146.91
348,5510,2024-12-07 18:20:34,222.88
349,1790,2024-12-25 18:20:34,229.81
350,7932,2024-12-23 18:20:34,304.33
351,8102,2024-12-25 18:20:34,120.6
352,3412,2024-12-03 18:20:34,344.15
353,3582,2024-12-11 18:20:34,369.21
354,3228,2024-12-08 18:20:34,22.41
355,9727,2024-12-07 18:20:34,78.33
356,5315,2024-12-08 18:20:34,76.53
357,3123,2024-12-26 18:20:34,262.41
358,4016,2024-12-01 18:20:34,490.58
359,4810,2024-12-02 18:20:34,420.25
360,2284,2024-12-06 18:20:34,343.56
361,3284,2024-12-01 18:20:34,269.78
362,7194,2024-12-06 18:20:34,335.18
363,9138,2024-12-01 18:20:34,252.17
364,6043,2024-12-11 18:20:34,320.4
365,3583,2024-12-29 18:20:34,183.04
366,2638,2024-12-05 18:20:34,208.06
367,3598,2024-12-14 18:20:34,477.77
368,6931,2024-12-29 18:20:34,425.71
369,4576,2024-12-24 18:20:34,443.9
370,766,2024-12-22 18:20:34,71.25
371,8571,2024-12-20 18:20:34,359.38
372,3250,2024-12-21 18:20:34,448.29
373,3823,2024-12-28 18:20:34,240.24
374,3140,2024-12-03 18:20:34,379.12
375,9380,2024-12-30 18:20:34,260.56
376,5296,2024-12-21 18:20:34,170.74
377,2933,2024-12-06 18:20:34,290.76
378,9672,2024-12-05 18:20:34,229.8
379,1635,2024-12-03 18:20:34,99.05
380,9656,2024-12-05 18:20:34,366.5
381,211,2024-12-26 18:20:34,195.24
382,827,2024-12-30 18:20:34,122.5
383,4644,2024-12-23 18:20:34,325.28
384,7854,2024-12-13 18:20:34,335.71
385,2301,2024-12-22 18:20:34,450.87
386,9063,2024-12-02 18:20:34,308.15
387,9308,2024-12-18 18:20:34,457.47
388,4941,2024-12-09 18:20:34,178.91
389,754,2024-12-17 18:20:34,269.68
390,1045,2024-12-24 18:20:34,192.85
391,4375,2024-12-29 18:20:34,89.3
392,6026,2024-12-18 18:20:34,431.91
393,3813,2024-12-05 18:20:34,239.6
394,4059,2024-12-10 18:20:34,486.39
395,1689,2024-12-01 18:20:34,106.52
396,9996,2024-12-07 18:20:34,391.0
397,3464,2024-12-20 18:20:34,44.55
398,3690,2024-12-04 18:20:34,128.3
399,1092,2024-12-27 18:20:34,77.8
400,1606,2024-12-06 18:20:34,249.85
401,6748,2024-12-25 18:20:34,40.17
402,7377,2024-12-12 18:20:34,38.61
403,5164,2024-12-17 18:20:34,84.99
404,6415,2024-12-16 18:20:34,140.14
405,4908,2024-12-05 18:20:34,85.91
406,3461,2024-12-18 18:20:34,496.88
407,531,2024-12-16 18:20:34,139.39
408,1764,2024-12-28 18:20:34,448.47
409,6692,2024-12-13 18:20:34,211.57
410,3282,2024-12-13 18:20:34,148.23
411,6342,2024-12-22 18:20:34,262.49
412,3538,2024-12-23 18:20:34,226.03
413,7666,2024-12-03 18:20:34,379.1
414,8947,2024-12-08 18:20:34,295.9
415,2111,2024-12-06 18:20:34,142.44
416,3619,2024-12-01 18:20:34,264.18
417,7172,2024-12-21 18:20:34,187.01
418,5037,2024-12-26 18:20:34,107.74
419,1328,2024-12-25 18:20:34,420.63
420,8119,2024-12-23 18:20:34,455.33
421,9491,2024-12-09 18:20:34,132.5
422,9499,2024-12-04 18:20:34,267.01
423,3644,2024-12-16 18:20:34,279.65
424,4638,2024-12-23 18:20:34,397.3
425,9966,2024-12-27 18:20:34,248.52
426,6282,2024-12-26 18:20:34,212.79
427,3704,2024-12-08 18:20:34,401.39
428,5206,2024-12-09 18:20:34,448.97
429,255,2024-12-15 18:20:34,284.26
430,702,2024-12-01 18:20:34,71.86
431,6828,2024-12-21 18:20:34,171.26
432,2675,2024-12-09 18:20:34,370.24
433,306,2024-12-22 18:20:34,278.05
434,8162,2024-12-23 18:20:34,368.36
435,5029,2024-12-10 18:20:34,398.41
436,1881,2024-12-09 18:20:34,251.54
437,228,2024-12-02 18:20:34,418.38
438,1171,2024-12-10 18:20:34,277.64
439,2246,2024-12-26 18:20:34,278.31
440,5806,2024-12-11 18:20:34,308.34
441,1332,2024-12-10 18:20:34,137.09
442,167,2024-12-30 18:20:34,78.47
443,4545,2024-12-20 18:20:34,423.94
444,2182,2024-12-11 18:20:34,171.25
445,8160,2024-12-10 18:20:34,415.09
446,4424,2024-12-30 18:20:34,65.86
447,5435,2024-12-15 18:20:34,336.33
448,2877,2024-12-10 18:20:34,227.27
449,4048,2024-12-14 18:20:34,173.3
450,2792,2024-12-24 18:20:34,229.2
451,7192,2024-12-30 18:20:34,398.3
452,6952,2024-12-17 18:20:34,365.86
453,9491,2024-12-04 18:20:34,276.7
454,2721,2024-12-22 18:20:34,359.2
455,6808,2024-12-06 18:20:34,261.98
456,8928,2024-12-01 18:20:34,218.91
457,7475,2024-12-03 18:20:34,183.7
458,6854,2024-12-30 18:20:34,317.01
459,7469,2024-12-04 18:20:34,60.13
460,1519,2024-12-06 18:20:34,83.48
461,8422,2024-12-24 18:20:34,205.33
462,4897,2024-12-01 18:20:34,453.4
463,1760,2024-12-16 18:20:34,493.55
464,5860,2024-12-20 18:20:34,467.37
465,2143,2024-12-04 18:20:34,419.32
466,6391,2024-12-27 18:20:34,493.76
467,9817,2024-12-01 18:20:34,390.67
468,213,2024-12-28 18:20:34,401.58
469,3222,2024-12-29 18:20:34,374.34
470,8175,2024-12-30 18:20:34,401.83
471,8558,2024-12-09 18:20:34,316.77
472,5582,2024-12-13 18:20:34,37.14
473,8628,2024-12-05 18:20:34,187.45
474,8433,2024-12-21 18:20:34,347.19
475,6772,2024-12-29 18:20:34,110.25
476,6977,2024-12-12 18:20:34,457.98
477,8101,2024-12-11 18:20:34,168.0
478,3417,2024-12-20 18:20:34,387.26
479,5776,2024-12-23 18:20:34,271.17
480,9547,2024-12-11 18:20:34,385.28
481,7375,2024-12-11 18:20:34,434.43
482,5714,2024-12-27 18:20:34,405.75
483,4157,2024-12-02 18:20:34,253.84
484,1939,2024-12-03 18:20:34,274.82
485,2529,2024-12-23 18:20:34,319.68
486,4736,2024-12-24 18:20:34,341.44
487,8027,2024-12-18 18:20:34,120.26
488,9300,2024-12-22 18:20:34,104.76
489,4245,2024-12-26 18:20:34,124.26
490,9345,2024-12-26 18:20:34,296.34
491,9028,2024-12-08 18:20:34,343.36
492,9229,2024-12-08 18:20:34,201.55
493,4021,2024-12-25 18:20:34,255.61
494,5442,2024-12-10 18:20:34,129.53
495,2632,2024-12-20 18:20:34,432.42
496,3726,2024-12-05 18:20:34,395.3
497,8164,2024-12-18 18:20:34,240.83
498,617,2024-12-29 18:20:34,457.3
499,9099,2024-12-20 18:20:34,251.88
500,9459,2024-12-13 18:20:34,313.18
501,5485,2024-12-21 18:20:34,71.62
502,6577,2024-12-16 18:20:34,132.33
503,7227,2024-12-29 18:20:34,98.78
504,4111,2024-12-24 18:20:34,323.72
505,7979,2024-12-29 18:20:34,107.79
506,4709,2024-12-12 18:20:34,183.66
507,994,2024-12-12 18:20:34,178.19
508,1527,2024-12-15 18:20:34,430.05
509,4303,2024-12-07 18:20:34,259.31
510,4352,2024-12-19 18:20:34,125.11
511,7900,2024-12-25 18:20:34,146.54
512,975,2024-12-15 18:20:34,152.64
513,1128,2024-12-04 18:20:34,80.03
514,4402,2024-12-16 18:20:34,396.16
515,5886,2024-12-21 18:20:34,497.26
516,5390,2024-12-19 18:20:34,478.04
517,6333,2024-12-09 18:20:34,46.62
518,5748,2024-12-24 18:20:34,378.41
519,6493,2024-12-29 18:20:34,425.7
520,4039,2024-12-14 18:20:34,326.55
521,3652,2024-12-19 18:20:34,86.27
522,8039,2024-12-29 18:20:34,148.82
523,5389,2024-12-12 18:20:34,218.47
524,4539,2024-12-13 18:20:34,53.8
525,379,2024-12-03 18:20:34,39.56
526,1998,2024-12-11 18:20:34,450.67
527,9074,2024-12-17 18:20:34,63.47
528,3684,2024-12-20 18:20:34,63.87
529,8161,2024-12-23 18:20:34,352.55
530,6575,2024-12-08 18:20:34,220.1
531,259,2024-12-02 18:20:34,37.25
532,2992,2024-12-19 18:20:34,70.34
533,2063,2024-12-18 18:20:34,427.2
534,7614,2024-12-03 18:20:34,156.68
535,1610,2024-12-18 18:20:34,239.04
536,4937,2024-12-11 18:20:34,217.64
537,5354,2024-12-19 18:20:34,344.34
538,952,2024-12-21 18:20:34,425.52
539,82,2024-12-23 18:20:34,249.06
540,5917,2024-12-13 18:20:34,353.4
541,5641,2024-12-07 18:20:34,297.41
542,4850,2024-12-19 18:20:34,83.76
543,6382,2024-12-29 18:20:34,134.46
544,5765,2024-12-19 18:20:34,55.09
545,8428,2024-12-15 18:20:34,195.36
546,7152,2024-12-25 18:20:34,353.96
547,7551,2024-12-04 18:20:34,197.99
548,7404,2024-12-20 18:20:34,297.38
549,2589,2024-12-25 18:20:34,411.11
550,1246,2024-12-29 18:20:34,156.94
551,3244,2024-12-21 18:20:34,24.39
552,9623,2024-12-25 18:20:34,227.8
553,2699,2024-12-21 18:20:34,417.4
554,6090,2024-12-25 18:20:34,497.09
555,9008,2024-12-10 18:20:34,471.21
556,876,2024-12-08 18:20:34,169.57
557,5433,2024-12-20 18:20:34,21.01
558,3253,2024-12-07 18:20:34,250.18
559,9636,2024-12-21 18:20:34,351.74
560,5152,2024-12-09 18:20:34,346.05
561,2763,2024-12-15 18:20:34,393.95
562,4011,2024-12-24 18:20:34,263.19
563,5128,2024-12-03 18:20:34,130.48
564,3648,2024-12-29 18:20:34,271.27
565,9459,2024-12-28 18:20:34,323.72
566,8436,2024-12-27 18:20:34,153.21
567,4469,2024-12-12 18:20:34,268.65
568,316,2024-12-13 18:20:34,265.95
569,8883,2024-12-11 18:20:34,373.18
570,8569,2024-12-09 18:20:34,321.43
571,7515,2024-12-27 18:20:34,257.87
572,412,2024-12-21 18:20:34,334.91
573,9910,2024-12-13 18:20:34,219.24
574,2368,2024-12-06 18:20:34,222.23
575,784,2024-12-18 18:20:34,325.78
576,6564,2024-12-02 18:20:34,284.72
577,2878,2024-12-08 18:20:34,405.06
578,1356,2024-12-05 18:20:34,371.4
579,9344,2024-12-27 18:20:34,170.9
580,5417,2024-12-23 18:20:34,23.04
581,6551,2024-12-20 18:20:34,300.75
582,8164,2024-12-08 18:20:34,84.23
583,3920,2024-12-22 18:20:34,118.86
584,626,2024-12-21 18:20:34,97.37
585,1374,2024-12-10 18:20:34,404.96
586,3463,2024-12-13 18:20:34,392.49
587,2406,2024-12-16 18:20:34,409.98
588,2237,2024-12-09 18:20:34,480.68
589,740,2024-12-21 18:20:34,495.63
590,5352,2024-12-21 18:20:34,378.19
591,8190,2024-12-05 18:20:34,41.18
592,158,2024-12-24 18:20:34,398.71
593,8168,2024-12-23 18:20:34,289.86
594,4316,2024-12-18 18:20:34,32.19
595,3952,2024-12-14 18:20:34,85.86
596,3486,2024-12-18 18:20:34,354.78
597,6072,2024-12-02 18:20:34,370.12
598,1537,2024-12-16 18:20:34,124.22
599,4883,2024-12-11 18:20:34,156.97
600,5848,2024-12-03 18:20:34,487.5
601,2958,2024-12-19 18:20:34,212.22
602,2690,2024-12-01 18:20:34,183.33
603,1977,2024-12-17 18:20:34,115.48
604,7908,2024-12-27 18:20:34,356.94
605,408,2024-12-01 18:20:34,475.39
606,1809,2024-12-17 18:20:34,378.69
607,5612,2024-12-22 18:20:34,46.5
608,3747,2024-12-19 18:20:34,59.08
609,7384,2024-12-13 18:20:34,164.71
610,6697,2024-12-29 18:20:34,172.17
611,8244,2024-12-10 18:20:34,260.46
612,461,2024-12-15 18:20:34,137.09
613,7969,2024-12-07 18:20:34,216.19
614,9645,2024-12-07 18:20:34,147.54
615,9284,2024-12-27 18:20:34,339.71
616,4169,2024-12-07 18:20:34,108.88
617,7225,2024-12-24 18:20:34,247.75
618,2685,2024-12-22 18:20:34,378.55
619,5649,2024-12-18 18:20:34,279.38
620,3508,2024-12-08 18:20:34,63.9
621,5215,2024-12-01 18:20:34,474.38
622,8412,2024-12-23 18:20:34,444.81
623,6128,2024-12-29 18:20:34,270.71
624,487,2024-12-19 18:20:34,97.41
625,2894,2024-12-05 18:20:34,362.98
626,3426,2024-12-10 18:20:34,241.55
627,5054,2024-12-07 18:20:34,293.88
628,51,2024-12-11 18:20:34,333.81
629,7421,2024-12-08 18:20:34,109.85
630,455,2024-12-14 18:20:34,141.79
631,1095,2024-12-08 18:20:34,80.9
632,320,2024-12-10 18:20:34,74.65
633,5733,2024-12-30 18:20:34,453.52
634,478,2024-12-17 18:20:34,261.3
635,8464,2024-12-15 18:20:34,403.97
636,8420,2024-12-18 18:20:34,199.38
637,2511,2024-12-27 18:20:34,364.76
