MenuItemID,Name,Price,Category
94,MenuItem94,29.75,Dessert
95,MenuItem95,10.13,Main Course
96,MenuItem96,24.05,Appetizer
97,MenuItem97,20.32,Dessert
98,MenuItem98,45.26,Dessert
99,MenuItem99,33.32,Main Course
100,MenuItem100,34.21,Appetizer
101,MenuItem101,49.33,Beverage
102,MenuItem102,13.91,Beverage
103,MenuItem103,37.56,Dessert
104,MenuItem104,15.91,Beverage
105,MenuItem105,38.51,Dessert
106,MenuItem106,29.4,Appetizer
107,MenuItem107,34.75,Appetizer
108,MenuItem108,24.06,Main Course
109,MenuItem109,16.92,Dessert
110,MenuItem110,19.48,Main Course
111,MenuItem111,39.13,Main Course
112,MenuItem112,34.1,Beverage
113,MenuItem113,41.84,Dessert
114,MenuItem114,14.58,Beverage
115,MenuItem115,43.78,Beverage
116,MenuItem116,19.05,Main Course
117,MenuItem117,25.7,Beverage
118,MenuItem118,31.28,Dessert
119,MenuItem119,13.22,Dessert
120,MenuItem120,9.22,Dessert
121,MenuItem121,41.19,Main Course
122,MenuItem122,31.87,Appetizer
123,MenuItem123,11.35,Main Course
124,MenuItem124,30.95,Main Course
125,MenuItem125,6.73,Main Course
126,MenuItem126,49.36,Beverage
127,MenuItem127,10.5,Main Course
128,MenuItem128,19.98,Main Course
129,MenuItem129,34.23,Dessert
130,MenuItem130,29.88,Appetizer
131,MenuItem131,43.34,Main Course
132,MenuItem132,23.35,Dessert
133,MenuItem133,10.83,Dessert
134,MenuItem134,25.96,Appetizer
135,MenuItem135,24.42,Appetizer
136,MenuItem136,29.59,Beverage
137,MenuItem137,30.96,Dessert
138,MenuItem138,19.87,Appetizer
139,MenuItem139,15.58,Dessert
140,MenuItem140,49.13,Appetizer
141,MenuItem141,17.57,Beverage
142,MenuItem142,21.0,Main Course
143,MenuItem143,24.72,Dessert
144,MenuItem144,31.42,Beverage
145,MenuItem145,24.44,Main Course
146,MenuItem146,41.4,Beverage
147,MenuItem147,33.86,Main Course
148,MenuItem148,38.19,Appetizer
149,MenuItem149,26.04,Main Course
150,MenuItem150,33.93,Beverage
151,MenuItem151,15.62,Beverage
152,MenuItem152,41.07,Dessert
153,MenuItem153,39.02,Main Course
154,MenuItem154,46.95,Appetizer
155,MenuItem155,22.91,Main Course
156,MenuItem156,26.23,Beverage
157,MenuItem157,25.28,Appetizer
158,MenuItem158,7.03,Appetizer
159,MenuItem159,15.6,Beverage
160,MenuItem160,8.39,Dessert
161,MenuItem161,37.59,Beverage
162,MenuItem162,27.85,Beverage
163,MenuItem163,24.32,Main Course
164,MenuItem164,39.19,Dessert
165,MenuItem165,7.27,Dessert
166,MenuItem166,30.88,Beverage
167,MenuItem167,34.42,Main Course
168,MenuItem168,23.53,Beverage
169,MenuItem169,38.65,Dessert
170,MenuItem170,13.27,Beverage
171,MenuItem171,49.62,Main Course
172,MenuItem172,12.86,Beverage
173,MenuItem173,45.23,Beverage
174,MenuItem174,10.91,Dessert
175,MenuItem175,25.3,Beverage
176,MenuItem176,36.86,Dessert
177,MenuItem177,45.83,Appetizer
178,MenuItem178,44.65,Beverage
179,MenuItem179,15.79,Dessert
180,MenuItem180,20.5,Main Course
181,MenuItem181,49.43,Appetizer
182,MenuItem182,26.39,Appetizer
183,MenuItem183,13.33,Main Course
184,MenuItem184,20.9,Appetizer
185,MenuItem185,10.66,Appetizer
186,MenuItem186,49.11,Beverage
187,MenuItem187,12.64,Main Course
188,MenuItem188,42.84,Main Course
189,MenuItem189,43.65,Main Course
190,MenuItem190,41.18,Appetizer
191,MenuItem191,15.68,Main Course
192,MenuItem192,18.8,Dessert
193,MenuItem193,12.99,Main Course
194,MenuItem194,28.75,Beverage
195,MenuItem195,30.61,Beverage
196,MenuItem196,37.77,Dessert
197,MenuItem197,26.74,Appetizer
198,MenuItem198,7.6,Main Course
199,MenuItem199,7.82,Appetizer
200,MenuItem200,48.62,Beverage
201,MenuItem201,7.16,Main Course
202,MenuItem202,35.87,Main Course
203,MenuItem203,23.93,Appetizer
204,MenuItem204,41.66,Main Course
205,MenuItem205,16.8,Main Course
206,MenuItem206,16.14,Main Course
207,MenuItem207,40.05,Main Course
208,MenuItem208,27.18,Dessert
209,MenuItem209,41.87,Beverage
210,MenuItem210,8.96,Beverage
211,MenuItem211,10.62,Main Course
212,MenuItem212,9.58,Beverage
213,MenuItem213,7.46,Main Course
214,MenuItem214,21.46,Main Course
215,MenuItem215,34.42,Main Course
216,MenuItem216,32.1,Dessert
217,MenuItem217,26.91,Dessert
218,MenuItem218,22.4,Beverage
219,MenuItem219,40.9,Main Course
220,MenuItem220,35.32,Beverage
221,MenuItem221,24.99,Dessert
222,MenuItem222,27.61,Main Course
223,MenuItem223,23.18,Beverage
224,MenuItem224,45.16,Main Course
225,MenuItem225,23.28,Beverage
226,MenuItem226,32.71,Dessert
227,MenuItem227,39.98,Main Course
228,MenuItem228,33.83,Appetizer
229,MenuItem229,44.49,Beverage
230,MenuItem230,27.92,Appetizer
231,MenuItem231,41.27,Beverage
232,MenuItem232,41.11,Dessert
233,MenuItem233,18.46,Appetizer
234,MenuItem234,19.99,Appetizer
235,MenuItem235,46.21,Appetizer
236,MenuItem236,26.84,Appetizer
237,MenuItem237,46.83,Beverage
238,MenuItem238,5.52,Main Course
239,MenuItem239,37.98,Dessert
240,MenuItem240,34.39,Main Course
241,MenuItem241,12.92,Appetizer
242,MenuItem242,10.69,Main Course
243,MenuItem243,10.56,Beverage
244,MenuItem244,17.99,Dessert
245,MenuItem245,11.22,Main Course
246,MenuItem246,44.13,Main Course
247,MenuItem247,37.46,Main Course
248,MenuItem248,19.27,Dessert
249,MenuItem249,36.35,Dessert
250,MenuItem250,37.52,Appetizer
251,MenuItem251,38.48,Appetizer
252,MenuItem252,19.53,Main Course
253,MenuItem253,13.81,Main Course
254,MenuItem254,31.3,Appetizer
255,MenuItem255,14.89,Beverage
256,MenuItem256,6.68,Appetizer
257,MenuItem257,33.44,Dessert
258,MenuItem258,22.53,Main Course
259,MenuItem259,22.0,Main Course
260,MenuItem260,19.3,Appetizer
261,MenuItem261,33.56,Beverage
262,MenuItem262,34.79,Main Course
263,MenuItem263,48.81,Dessert
264,MenuItem264,41.79,Dessert
265,MenuItem265,44.12,Beverage
266,MenuItem266,40.36,Dessert
267,MenuItem267,42.91,Appetizer
268,MenuItem268,32.72,Dessert
269,MenuItem269,17.11,Beverage
270,MenuItem270,10.44,Main Course
271,MenuItem271,40.21,Appetizer
272,MenuItem272,11.78,Dessert
273,MenuItem273,18.3,Beverage
274,MenuItem274,21.07,Main Course
275,MenuItem275,43.8,Dessert
276,MenuItem276,37.98,Beverage
277,MenuItem277,42.53,Main Course
278,MenuItem278,13.77,Main Course
279,MenuItem279,37.9,Main Course
280,MenuItem280,23.42,Beverage
281,MenuItem281,39.97,Main Course
282,MenuItem282,13.83,Appetizer
283,MenuItem283,38.36,Dessert
284,MenuItem284,15.18,Appetizer
285,MenuItem285,48.36,Beverage
286,MenuItem286,15.18,Main Course
287,MenuItem287,12.25,Dessert
288,MenuItem288,8.93,Main Course
289,MenuItem289,39.95,Main Course
290,MenuItem290,23.99,Beverage
291,MenuItem291,37.97,Main Course
292,MenuItem292,28.84,Dessert
293,MenuItem293,45.51,Beverage
294,MenuItem294,42.94,Dessert
295,MenuItem295,47.66,Dessert
296,MenuItem296,42.32,Dessert
297,MenuItem297,44.02,Appetizer
298,MenuItem298,31.76,Beverage
299,MenuItem299,6.16,Main Course
300,MenuItem300,45.92,Dessert
301,MenuItem301,16.77,Appetizer
302,MenuItem302,46.8,Main Course
303,MenuItem303,42.45,Main Course
304,MenuItem304,14.2,Beverage
305,MenuItem305,26.59,Main Course
306,MenuItem306,49.65,Beverage
307,MenuItem307,36.21,Dessert
308,MenuItem308,33.19,Appetizer
309,MenuItem309,36.34,Appetizer
310,MenuItem310,24.21,Appetizer
311,MenuItem311,34.27,Dessert
312,MenuItem312,5.3,Dessert
313,MenuItem313,24.66,Main Course
314,MenuItem314,34.14,Appetizer
315,MenuItem315,22.24,Beverage
316,MenuItem316,46.88,Dessert
317,MenuItem317,16.68,Dessert
318,MenuItem318,20.14,Dessert
319,MenuItem319,18.5,Beverage
320,MenuItem320,12.98,Dessert
321,MenuItem321,32.52,Main Course
322,MenuItem322,39.72,Appetizer
323,MenuItem323,7.0,Appetizer
324,MenuItem324,26.05,Beverage
325,MenuItem325,6.87,Beverage
326,MenuItem326,39.88,Main Course
327,MenuItem327,26.48,Main Course
328,MenuItem328,37.46,Dessert
329,MenuItem329,33.94,Dessert
330,MenuItem330,10.43,Appetizer
331,MenuItem331,15.04,Beverage
332,MenuItem332,10.97,Main Course
333,MenuItem333,14.46,Dessert
334,MenuItem334,27.21,Dessert
335,MenuItem335,18.32,Beverage
336,MenuItem336,48.18,Dessert
337,MenuItem337,38.33,Appetizer
338,MenuItem338,21.3,Beverage
339,MenuItem339,9.84,Appetizer
340,MenuItem340,30.61,Dessert
341,MenuItem341,19.37,Dessert
342,MenuItem342,19.58,Appetizer
343,MenuItem343,36.73,Dessert
344,MenuItem344,24.11,Beverage
345,MenuItem345,17.88,Dessert
346,MenuItem346,45.04,Main Course
347,MenuItem347,42.13,Main Course
348,MenuItem348,24.46,Main Course
349,MenuItem349,38.33,Main Course
350,MenuItem350,41.06,Appetizer
351,MenuItem351,41.98,Dessert
352,MenuItem352,43.47,Dessert
353,MenuItem353,10.31,Dessert
354,MenuItem354,26.13,Main Course
355,MenuItem355,33.38,Main Course
356,MenuItem356,30.23,Main Course
357,MenuItem357,7.11,Dessert
358,MenuItem358,23.34,Dessert
359,MenuItem359,15.44,Dessert
360,MenuItem360,11.4,Main Course
361,MenuItem361,8.85,Dessert
362,MenuItem362,39.6,Dessert
363,MenuItem363,25.62,Beverage
364,MenuItem364,49.99,Beverage
365,MenuItem365,32.27,Dessert
366,MenuItem366,7.44,Appetizer
367,MenuItem367,23.38,Appetizer
368,MenuItem368,21.54,Beverage
369,MenuItem369,33.02,Beverage
370,MenuItem370,11.17,Appetizer
371,MenuItem371,42.32,Main Course
372,MenuItem372,49.2,Main Course
373,MenuItem373,25.9,Appetizer
374,MenuItem374,9.28,Beverage
375,MenuItem375,6.73,Appetizer
376,MenuItem376,34.44,Dessert
377,MenuItem377,9.92,Appetizer
378,MenuItem378,23.24,Main Course
379,MenuItem379,31.55,Beverage
380,MenuItem380,19.14,Beverage
381,MenuItem381,38.85,Main Course
382,MenuItem382,42.27,Dessert
383,MenuItem383,10.87,Appetizer
384,MenuItem384,31.01,Main Course
385,MenuItem385,13.37,Main Course
386,MenuItem386,36.52,Beverage
387,MenuItem387,31.11,Main Course
388,MenuItem388,27.4,Dessert
389,MenuItem389,30.67,Dessert
390,MenuItem390,25.82,Appetizer
391,MenuItem391,43.05,Dessert
392,MenuItem392,9.72,Appetizer
393,MenuItem393,31.63,Main Course
394,MenuItem394,41.23,Dessert
395,MenuItem395,43.64,Main Course
396,MenuItem396,48.25,Beverage
397,MenuItem397,6.35,Appetizer
398,MenuItem398,47.08,Appetizer
399,MenuItem399,7.21,Main Course
400,MenuItem400,25.98,Appetizer
401,MenuItem401,27.23,Main Course
402,MenuItem402,14.13,Dessert
403,MenuItem403,7.57,Appetizer
404,MenuItem404,7.1,Dessert
405,MenuItem405,37.11,Appetizer
406,MenuItem406,10.05,Beverage
407,MenuItem407,15.59,Beverage
408,MenuItem408,18.61,Dessert
409,MenuItem409,47.25,Main Course
410,MenuItem410,40.86,Appetizer
411,MenuItem411,29.08,Dessert
412,MenuItem412,31.76,Beverage
413,MenuItem413,10.29,Dessert
414,MenuItem414,20.15,Appetizer
415,MenuItem415,48.18,Appetizer
416,MenuItem416,14.04,Appetizer
417,MenuItem417,18.59,Appetizer
418,MenuItem418,6.93,Dessert
419,MenuItem419,26.66,Dessert
420,MenuItem420,16.17,Main Course
421,MenuItem421,28.75,Appetizer
422,MenuItem422,27.17,Appetizer
423,MenuItem423,49.26,Beverage
424,MenuItem424,34.67,Main Course
425,MenuItem425,34.77,Beverage
426,MenuItem426,46.95,Main Course
427,MenuItem427,26.78,Dessert
428,MenuItem428,39.87,Appetizer
429,MenuItem429,41.52,Main Course
430,MenuItem430,20.17,Main Course
431,MenuItem431,17.96,Beverage
432,MenuItem432,33.8,Beverage
433,MenuItem433,17.89,Appetizer
434,MenuItem434,38.25,Beverage
435,MenuItem435,43.25,Appetizer
436,MenuItem436,48.36,Dessert
437,MenuItem437,29.7,Appetizer
438,MenuItem438,31.51,Appetizer
439,MenuItem439,23.68,Beverage
440,MenuItem440,31.56,Beverage
441,MenuItem441,48.99,Beverage
442,MenuItem442,37.75,Main Course
443,MenuItem443,26.46,Appetizer
444,MenuItem444,41.79,Main Course
445,MenuItem445,12.06,Dessert
446,MenuItem446,37.94,Dessert
447,MenuItem447,10.73,Main Course
448,MenuItem448,40.75,Dessert
449,MenuItem449,48.03,Appetizer
450,MenuItem450,39.24,Beverage
451,MenuItem451,27.3,Dessert
452,MenuItem452,20.06,Dessert
453,MenuItem453,26.77,Main Course
454,MenuItem454,28.1,Main Course
455,MenuItem455,13.94,Appetizer
456,MenuItem456,30.56,Main Course
457,MenuItem457,35.17,Appetizer
458,MenuItem458,38.25,Main Course
459,MenuItem459,31.0,Main Course
460,MenuItem460,9.43,Main Course
461,MenuItem461,27.93,Appetizer
462,MenuItem462,27.34,Main Course
463,MenuItem463,35.76,Appetizer
464,MenuItem464,21.65,Appetizer
465,MenuItem465,5.35,Main Course
466,MenuItem466,44.76,Dessert
467,MenuItem467,12.91,Beverage
468,MenuItem468,16.74,Dessert
469,MenuItem469,28.84,Main Course
470,MenuItem470,44.27,Beverage
471,MenuItem471,47.46,Appetizer
472,MenuItem472,48.26,Beverage
473,MenuItem473,19.24,Beverage
474,MenuItem474,32.32,Beverage
475,MenuItem475,34.01,Main Course
476,MenuItem476,41.81,Appetizer
477,MenuItem477,32.61,Dessert
478,MenuItem478,38.96,Beverage
479,MenuItem479,10.68,Dessert
480,MenuItem480,39.02,Main Course
481,MenuItem481,12.11,Main Course
482,MenuItem482,25.14,Dessert
483,MenuItem483,13.8,Dessert
484,MenuItem484,30.06,Dessert
485,MenuItem485,6.38,Dessert
486,MenuItem486,14.43,Appetizer
487,MenuItem487,21.66,Appetizer
488,MenuItem488,35.74,Beverage
489,MenuItem489,49.4,Beverage
490,MenuItem490,47.64,Beverage
491,MenuItem491,15.88,Appetizer
492,MenuItem492,37.59,Appetizer
493,MenuItem493,33.06,Dessert
494,MenuItem494,22.76,Beverage
495,MenuItem495,42.77,Dessert
496,MenuItem496,25.68,Dessert
497,MenuItem497,16.49,Dessert
498,MenuItem498,11.6,Main Course
499,MenuItem499,31.17,Appetizer
500,MenuItem500,29.48,Main Course
501,MenuItem501,34.24,Dessert
502,MenuItem502,47.85,Appetizer
503,MenuItem503,27.44,Dessert
504,MenuItem504,24.79,Appetizer
505,MenuItem505,7.31,Appetizer
506,MenuItem506,24.11,Beverage
507,MenuItem507,30.61,Appetizer
508,MenuItem508,35.55,Beverage
509,MenuItem509,14.02,Main Course
510,MenuItem510,11.68,Appetizer
511,MenuItem511,16.13,Beverage
512,MenuItem512,13.94,Dessert
513,MenuItem513,45.78,Main Course
514,MenuItem514,13.89,Dessert
515,MenuItem515,44.68,Main Course
516,MenuItem516,21.77,Main Course
517,MenuItem517,46.36,Beverage
518,MenuItem518,14.39,Dessert
519,MenuItem519,49.59,Beverage
520,MenuItem520,46.73,Dessert
521,MenuItem521,45.7,Beverage
522,MenuItem522,7.03,Main Course
523,MenuItem523,17.57,Dessert
524,MenuItem524,38.34,Appetizer
525,MenuItem525,40.61,Beverage
526,MenuItem526,46.97,Beverage
527,MenuItem527,37.26,Beverage
528,MenuItem528,41.12,Main Course
529,MenuItem529,11.68,Beverage
530,MenuItem530,48.38,Appetizer
531,MenuItem531,27.7,Appetizer
532,MenuItem532,31.36,Appetizer
533,MenuItem533,11.49,Beverage
534,MenuItem534,21.49,Main Course
535,MenuItem535,11.12,Appetizer
536,MenuItem536,11.63,Dessert
537,MenuItem537,13.97,Main Course
538,MenuItem538,10.35,Dessert
539,MenuItem539,15.74,Dessert
540,MenuItem540,23.82,Appetizer
541,MenuItem541,21.62,Main Course
542,MenuItem542,42.3,Dessert
543,MenuItem543,42.55,Main Course
544,MenuItem544,21.71,Dessert
545,MenuItem545,5.75,Appetizer
546,MenuItem546,48.82,Main Course
547,MenuItem547,48.4,Beverage
548,MenuItem548,44.35,Main Course
549,MenuItem549,33.83,Dessert
550,MenuItem550,29.92,Beverage
551,MenuItem551,33.4,Beverage
552,MenuItem552,26.8,Beverage
553,MenuItem553,10.23,Main Course
554,MenuItem554,31.89,Beverage
555,MenuItem555,12.95,Appetizer
556,MenuItem556,25.44,Dessert
557,MenuItem557,14.59,Beverage
558,MenuItem558,46.18,Appetizer
559,MenuItem559,44.12,Beverage
560,MenuItem560,31.89,Appetizer
561,MenuItem561,45.7,Main Course
562,MenuItem562,15.33,Dessert
563,MenuItem563,18.15,Beverage
564,MenuItem564,14.34,Main Course
565,MenuItem565,22.85,Dessert
566,MenuItem566,11.46,Beverage
567,MenuItem567,22.41,Appetizer
568,MenuItem568,21.76,Main Course
569,MenuItem569,21.6,Dessert
570,MenuItem570,19.53,Main Course
571,MenuItem571,44.61,Main Course
572,MenuItem572,36.63,Main Course
573,MenuItem573,17.8,Dessert
574,MenuItem574,37.57,Beverage
575,MenuItem575,26.17,Dessert
576,MenuItem576,32.06,Appetizer
577,MenuItem577,43.92,Appetizer
578,MenuItem578,38.17,Main Course
579,MenuItem579,6.03,Main Course
580,MenuItem580,37.72,Appetizer
581,MenuItem581,38.47,Appetizer
582,MenuItem582,42.71,Main Course
583,MenuItem583,19.2,Appetizer
584,MenuItem584,48.05,Beverage
585,MenuItem585,8.85,Appetizer
586,MenuItem586,10.24,Beverage
587,MenuItem587,13.16,Beverage
588,MenuItem588,29.99,Appetizer
589,MenuItem589,22.17,Beverage
590,MenuItem590,42.65,Beverage
591,MenuItem591,22.45,Appetizer
592,MenuItem592,45.11,Appetizer
593,MenuItem593,43.98,Appetizer
594,MenuItem594,9.64,Main Course
595,MenuItem595,44.47,Appetizer
596,MenuItem596,8.07,Main Course
597,MenuItem597,41.67,Main Course
598,MenuItem598,39.3,Dessert
599,MenuItem599,31.96,Appetizer
600,MenuItem600,41.46,Dessert
601,MenuItem601,26.01,Main Course
602,MenuItem602,7.66,Appetizer
603,MenuItem603,26.27,Appetizer
604,MenuItem604,13.93,Main Course
605,MenuItem605,29.86,Appetizer
606,MenuItem606,25.66,Dessert
607,MenuItem607,7.86,Dessert
608,MenuItem608,45.49,Beverage
609,MenuItem609,18.56,Main Course
610,MenuItem610,24.21,Dessert
611,MenuItem611,24.51,Appetizer
612,MenuItem612,18.63,Dessert
613,MenuItem613,13.6,Dessert
614,MenuItem614,46.47,Main Course
615,MenuItem615,43.53,Beverage
616,MenuItem616,26.61,Dessert
617,MenuItem617,13.39,Dessert
618,MenuItem618,28.05,Dessert
619,MenuItem619,39.85,Appetizer
620,MenuItem620,26.05,Beverage
621,MenuItem621,29.1,Main Course
622,MenuItem622,36.72,Main Course
623,MenuItem623,45.68,Appetizer
624,MenuItem624,23.54,Appetizer
625,MenuItem625,46.88,Main Course
626,MenuItem626,46.54,Main Course
627,MenuItem627,15.23,Dessert
628,MenuItem628,11.57,Main Course
629,MenuItem629,28.39,Main Course
630,MenuItem630,46.6,Beverage
631,MenuItem631,14.24,Appetizer
632,MenuItem632,9.77,Appetizer
633,MenuItem633,34.07,Dessert
634,MenuItem634,18.83,Appetizer
635,MenuItem635,8.82,Beverage
636,MenuItem636,39.42,Dessert
637,MenuItem637,5.33,Beverage
638,MenuItem638,6.78,Beverage
639,MenuItem639,29.21,Main Course
640,MenuItem640,31.67,Beverage
641,MenuItem641,25.34,Appetizer
642,MenuItem642,23.85,Dessert
643,MenuItem643,30.24,Main Course
644,MenuItem644,18.95,Main Course
645,MenuItem645,28.42,Dessert
646,MenuItem646,44.82,Appetizer
647,MenuItem647,35.96,Dessert
648,MenuItem648,47.65,Beverage
649,MenuItem649,10.76,Appetizer
650,MenuItem650,15.44,Dessert
651,MenuItem651,40.78,Appetizer
652,MenuItem652,40.88,Beverage
653,MenuItem653,28.51,Main Course
654,MenuItem654,38.79,Beverage
655,MenuItem655,46.04,Dessert
656,MenuItem656,23.85,Dessert
657,MenuItem657,12.23,Dessert
658,MenuItem658,23.59,Dessert
659,MenuItem659,5.06,Main Course
660,MenuItem660,31.83,Main Course
661,MenuItem661,37.62,Appetizer
662,MenuItem662,41.86,Dessert
663,MenuItem663,28.6,Dessert
664,MenuItem664,30.08,Appetizer
665,MenuItem665,9.65,Dessert
666,MenuItem666,14.49,Dessert
667,MenuItem667,31.48,Appetizer
668,MenuItem668,47.48,Main Course
669,MenuItem669,36.13,Appetizer
670,MenuItem670,45.19,Main Course
671,MenuItem671,39.45,Beverage
672,MenuItem672,9.93,Beverage
673,MenuItem673,14.62,Appetizer
674,MenuItem674,16.72,Appetizer
675,MenuItem675,8.13,Beverage
676,MenuItem676,15.24,Appetizer
677,MenuItem677,49.78,Dessert
678,MenuItem678,48.73,Dessert
679,MenuItem679,5.92,Beverage
680,MenuItem680,13.75,Main Course
681,MenuItem681,39.02,Main Course
682,MenuItem682,44.62,Beverage
683,MenuItem683,14.82,Beverage
684,MenuItem684,20.11,Appetizer
685,MenuItem685,29.47,Main Course
686,MenuItem686,27.25,Appetizer
687,MenuItem687,20.37,Dessert
688,MenuItem688,19.58,Appetizer
689,MenuItem689,12.62,Appetizer
690,MenuItem690,7.58,Main Course
691,MenuItem691,40.38,Dessert
692,MenuItem692,19.48,Appetizer
693,MenuItem693,39.89,Dessert
694,MenuItem694,24.76,Main Course
695,MenuItem695,18.32,Beverage
696,MenuItem696,48.58,Beverage
697,MenuItem697,35.99,Beverage
698,MenuItem698,47.54,Appetizer
699,MenuItem699,24.49,Dessert
700,MenuItem700,23.93,Beverage
701,MenuItem701,34.17,Main Course
702,MenuItem702,27.64,Appetizer
703,MenuItem703,31.69,Main Course
704,MenuItem704,20.43,Beverage
705,MenuItem705,33.37,Beverage
706,MenuItem706,48.58,Appetizer
707,MenuItem707,11.44,Main Course
708,MenuItem708,5.11,Appetizer
709,MenuItem709,47.83,Appetizer
710,MenuItem710,40.25,Beverage
711,MenuItem711,19.24,Beverage
712,MenuItem712,8.84,Beverage
713,MenuItem713,23.22,Appetizer
714,MenuItem714,5.48,Dessert
715,MenuItem715,27.45,Appetizer
716,MenuItem716,42.4,Dessert
717,MenuItem717,27.46,Beverage
718,MenuItem718,29.58,Dessert
719,MenuItem719,19.24,Beverage
720,MenuItem720,10.3,Dessert
721,MenuItem721,44.43,Appetizer
722,MenuItem722,17.79,Beverage
723,MenuItem723,30.15,Appetizer
724,MenuItem724,25.42,Main Course
725,MenuItem725,33.8,Beverage
726,MenuItem726,6.07,Main Course
727,MenuItem727,36.25,Beverage
728,MenuItem728,20.95,Appetizer
729,MenuItem729,25.15,Dessert
730,MenuItem730,30.28,Appetizer
731,MenuItem731,16.4,Main Course
732,MenuItem732,9.73,Dessert
733,MenuItem733,35.59,Main Course
734,MenuItem734,49.98,Beverage
735,MenuItem735,37.45,Dessert
736,MenuItem736,21.3,Dessert
737,MenuItem737,16.22,Dessert
738,MenuItem738,26.51,Beverage
739,MenuItem739,49.56,Appetizer
740,MenuItem740,23.05,Beverage
741,MenuItem741,44.42,Beverage
742,MenuItem742,41.7,Main Course
743,MenuItem743,39.0,Dessert
744,MenuItem744,41.9,Appetizer
745,MenuItem745,39.97,Main Course
746,MenuItem746,20.36,Beverage
747,MenuItem747,17.85,Appetizer
748,MenuItem748,40.03,Main Course
749,MenuItem749,37.37,Dessert
750,MenuItem750,38.73,Beverage
751,MenuItem751,49.44,Dessert
752,MenuItem752,24.39,Beverage
753,MenuItem753,28.75,Appetizer
754,MenuItem754,18.02,Dessert
755,MenuItem755,19.9,Beverage
756,MenuItem756,30.89,Main Course
757,MenuItem757,42.93,Beverage
758,MenuItem758,5.95,Dessert
759,MenuItem759,36.44,Beverage
760,MenuItem760,47.86,Appetizer
761,MenuItem761,24.18,Main Course
762,MenuItem762,46.76,Dessert
763,MenuItem763,43.5,Beverage
764,MenuItem764,31.34,Dessert
765,MenuItem765,43.67,Main Course
