OrderDetailID,OrderID,MenuItemID,Quantity,Price
189,2395,5505,2,17.4
190,5747,6153,3,33.26
191,8663,3383,2,41.9
192,481,5723,3,49.99
193,5364,4503,5,39.06
194,4032,3206,4,26.29
195,5721,7505,1,42.77
196,251,5518,1,5.21
197,3596,6810,2,47.61
198,4919,420,3,28.53
199,5283,4263,4,17.01
200,3257,2965,1,9.13
201,7776,9169,2,29.72
202,9523,6920,1,13.57
203,9624,3149,4,7.44
204,8603,8397,2,45.1
205,8723,7441,5,46.17
206,136,5348,5,26.38
207,7437,823,4,17.76
208,9457,6369,1,6.51
209,4954,4839,2,15.98
210,271,7597,1,8.1
211,5979,52,2,16.16
212,1400,70,2,6.99
213,2042,3113,2,23.25
214,8855,4477,3,34.22
215,2730,2276,1,46.5
216,5266,5592,3,6.44
217,929,3639,1,40.15
218,9987,6,3,22.75
219,3131,3440,2,23.03
220,6547,3019,2,16.35
221,2698,4632,5,35.71
222,117,3882,4,33.16
223,6296,7639,5,26.08
224,3855,6103,1,16.46
225,5406,7456,3,31.88
226,3178,5953,4,42.76
227,6775,5005,4,31.47
228,2919,5392,4,26.48
229,4867,1707,1,23.2
230,4356,4154,4,49.73
231,9885,9740,3,27.3
232,3741,7511,5,16.43
233,613,3734,1,47.91
234,4321,5046,2,21.59
235,8230,6823,3,10.68
236,5722,535,1,46.57
237,5871,7645,5,22.34
238,8563,2595,3,38.7
239,9947,9560,2,18.14
240,1216,7837,3,47.62
241,6950,3708,2,47.11
242,9944,3054,4,41.96
243,7766,7256,5,45.39
244,61,8352,3,21.16
245,4805,1779,2,22.86
246,7993,3289,1,22.55
247,8579,2172,5,22.33
248,7024,2822,3,45.05
249,8616,5796,3,7.94
250,1335,1122,2,7.85
251,37,7091,5,35.34
252,1279,1469,2,18.13
253,1594,7432,2,24.98
254,798,7124,5,44.35
255,7042,2409,3,22.2
256,3464,5087,5,44.71
257,5710,3724,5,38.95
258,6395,3803,5,17.09
259,7461,9420,3,25.8
260,2951,3782,3,16.0
261,5887,8479,5,20.89
262,4183,7789,4,29.77
263,1463,3935,2,7.49
264,8024,2248,3,13.65
265,6851,771,3,31.28
266,4057,6602,3,8.61
267,3535,202,3,18.9
268,6675,3342,3,44.65
269,1065,2453,2,10.51
270,559,5076,4,10.57
271,1644,4094,1,22.0
272,9294,7529,1,13.57
273,4292,7272,2,9.5
274,4364,7011,3,24.63
275,1532,5384,3,20.08
276,2892,3133,4,44.72
277,9097,5501,5,12.5
278,6260,3051,4,14.85
279,9983,566,5,30.35
280,7004,2830,5,30.36
281,5790,4626,1,12.52
282,512,5037,3,14.83
283,329,1864,1,46.22
284,7414,8700,5,8.84
285,1826,7700,2,45.22
286,3149,9568,3,13.79
287,2099,1905,5,11.54
288,2979,4918,4,28.33
289,120,328,5,39.07
290,2833,6105,3,7.48
291,5179,2864,2,42.36
292,5919,1381,2,34.02
293,2469,1190,5,8.19
294,2462,5087,2,47.86
295,6247,6621,3,16.78
296,9963,7387,5,26.97
297,1650,3215,4,38.12
298,7050,7123,5,29.23
299,3570,6663,2,9.63
300,2938,5579,1,41.83
301,4297,2269,5,24.32
302,6610,2193,2,10.08
303,5895,2348,4,34.52
304,8114,4961,4,46.12
305,2304,6503,2,46.15
306,5798,7130,2,33.87
307,4367,1673,2,21.31
308,91,1186,1,43.58
309,3976,3939,4,40.16
310,1980,9478,5,10.73
311,4287,4108,1,9.04
312,5131,9992,3,32.71
313,3330,8305,4,10.32
314,3038,8012,2,24.39
315,7337,7789,4,28.85
316,9145,9665,5,31.54
317,7849,9005,3,25.41
318,9603,7185,5,25.98
319,759,4440,4,10.81
320,7578,7773,5,43.81
321,6959,8657,1,32.33
322,7262,6796,1,18.55
323,7745,3943,2,7.95
324,6038,7651,3,31.57
325,45,7052,5,32.54
326,1637,9009,1,38.45
327,2209,9162,1,24.11
328,3343,23,4,26.96
329,4787,7868,2,34.87
330,9883,4056,5,28.95
331,5396,5977,4,35.09
332,8264,9947,1,48.4
333,5845,4078,1,15.01
334,9871,3986,2,11.2
335,9383,8498,3,32.68
336,2846,3471,3,27.14
337,3198,8462,5,19.92
338,4344,8431,4,31.61
339,3812,1374,4,22.03
340,7958,531,5,14.94
341,6186,545,1,43.09
342,4111,7758,5,10.33
343,7338,9562,4,19.25
344,642,2159,5,44.1
345,3404,692,1,25.19
346,5924,9710,5,30.93
347,4960,921,5,45.8
348,3882,6317,3,17.62
349,5367,3251,2,26.43
350,4155,2546,2,9.4
351,6316,6284,1,35.88
352,6420,5394,3,6.15
353,2412,1709,1,40.15
354,1008,1952,4,11.16
355,3529,7121,3,31.11
356,4233,9247,2,26.42
357,9167,3867,5,32.39
358,1390,234,5,32.41
359,5220,2032,1,47.18
360,3085,8734,5,45.98
361,3499,4175,1,10.87
362,2430,2347,2,47.72
363,3589,2873,5,47.39
364,8255,9421,3,40.92
365,5307,3297,2,13.26
366,4087,2454,5,42.98
367,1811,3456,1,32.48
368,9009,7664,2,47.21
369,3444,2838,2,44.26
370,9121,9374,5,28.52
371,1598,7443,1,7.88
372,4645,8408,5,33.61
373,1519,9484,5,32.16
374,7115,3403,1,6.89
375,1183,9510,5,10.87
376,5493,9537,1,48.3
377,9163,2550,3,23.8
378,5172,2456,5,44.62
379,6204,6268,3,44.28
380,8195,7684,2,7.17
381,4977,1898,4,12.39
382,3352,8710,3,39.19
383,2695,343,3,15.01
384,7628,9498,5,20.69
385,9343,7752,1,27.58
386,5592,3507,1,45.64
387,3070,5563,5,12.51
388,7469,4800,1,9.69
389,7208,9100,1,35.54
390,9362,6276,2,24.51
391,4864,1502,4,41.99
392,2964,4017,4,36.1
393,6076,6615,3,39.44
394,8417,821,2,43.17
395,4073,5892,2,44.9
396,8633,7434,3,23.0
397,3933,9210,1,13.24
398,6615,7073,2,34.22
399,9167,5448,1,34.39
400,8311,4300,3,19.22
401,2626,8801,3,40.61
402,6889,2430,2,19.98
403,1933,1239,4,19.16
404,2106,3083,1,17.35
405,5964,3384,4,15.13
406,1147,4379,3,36.67
407,5564,8324,2,38.1
408,368,1978,1,10.07
409,9955,4929,3,17.32
410,4715,7700,3,16.33
411,511,2262,1,41.28
412,337,772,2,14.74
413,338,4941,1,30.61
414,2617,8909,1,17.3
415,9813,7225,3,20.97
416,5518,9953,4,30.82
417,6221,1062,2,11.84
418,1387,3929,5,34.57
419,2294,5635,2,41.76
420,8963,3211,2,10.37
421,2319,4251,5,46.96
422,1897,9306,1,16.53
423,9553,9214,1,29.79
424,2706,7772,2,32.94
425,5234,9375,1,40.05
426,5720,7262,1,13.02
427,7134,7867,2,47.01
428,1000,6468,1,35.33
429,9453,5977,3,33.44
430,9788,1720,5,16.45
431,5487,8265,4,14.5
432,4034,3458,3,12.88
433,9680,9193,2,15.1
434,4371,3609,2,44.65
435,5232,3101,5,47.22
436,5053,1425,5,35.32
437,2723,2467,3,8.47
438,7668,8712,1,43.62
439,7682,6555,1,21.36
440,4106,6341,2,30.81
441,2712,646,5,30.88
442,8533,8494,2,25.59
443,8640,5247,5,25.38
444,7295,379,3,12.69
445,2822,1424,1,15.57
446,7884,9094,1,20.59
447,6467,2822,2,12.04
448,6047,2049,4,32.96
449,5975,4671,1,35.61
450,4199,9553,1,5.29
451,6756,9622,4,19.0
452,4298,9265,4,34.11
453,7067,972,4,17.45
454,3940,6999,1,43.79
455,8562,4059,1,29.68
456,200,3748,3,41.34
457,4467,2613,5,42.9
458,2903,5257,1,27.78
459,1783,3488,5,16.47
460,7029,7757,4,35.78
461,9135,3160,1,25.37
462,678,3159,5,21.12
463,3073,3602,5,6.45
464,7225,7358,4,11.1
465,6333,649,3,13.02
466,4335,1068,2,41.48
467,1254,6378,4,7.35
468,9250,2406,3,16.48
469,6471,4656,2,30.1
470,8944,3076,1,21.22
471,7704,9934,4,25.54
472,9102,9839,3,8.75
473,3741,3364,1,12.93
474,1320,6354,3,28.19
475,8036,6436,5,36.18
476,7986,4232,4,27.35
477,925,4112,4,40.04
478,9379,4411,2,48.59
479,4118,1201,3,18.31
480,5007,1080,2,48.5
481,2820,5106,4,44.45
482,6331,933,3,34.99
483,2808,2266,4,32.57
484,639,1705,2,7.25
485,2019,6677,4,26.46
486,538,16,4,40.39
487,9355,1450,1,36.19
488,2533,8196,3,49.73
489,8679,1342,2,10.36
490,5727,2664,4,5.66
491,1064,838,4,28.29
492,5693,9089,1,25.81
493,4950,9460,4,47.38
494,225,4507,3,31.66
495,2814,4505,2,7.54
496,5202,4725,2,16.52
497,6451,2605,5,16.73
498,3250,5574,5,23.18
499,6545,9758,1,17.14
500,6122,2360,5,34.83
501,9633,7730,2,47.01
502,6944,7574,1,38.98
503,6688,6492,3,19.86
504,3849,8646,1,31.82
505,5340,2838,5,28.02
506,8662,2457,2,15.07
507,1128,4899,2,15.69
508,9310,4297,4,11.11
509,915,2880,3,43.22
510,5458,5894,5,22.78
511,6875,4501,1,30.88
512,21,7905,4,39.37
513,3570,7255,1,24.14
514,8025,7984,1,13.06
515,9771,2469,5,23.08
516,9936,2869,2,47.52
517,2767,1447,2,40.49
518,4389,8659,1,45.19
519,5807,2744,3,26.37
520,5430,9830,2,19.41
521,3072,7536,2,8.07
522,7006,858,1,10.97
523,5266,7713,5,19.72
524,711,4254,2,23.41
525,9996,9501,2,23.05
526,3024,6937,5,10.13
527,9250,46,5,45.66
528,5999,170,5,26.2
529,310,5019,4,13.6
530,6233,2929,2,44.82
531,5510,9220,2,19.08
532,3641,8364,2,12.96
533,121,2592,1,30.63
534,3783,456,5,10.29
535,9734,8954,4,49.1
536,6176,8286,3,24.26
537,5010,899,3,30.48
538,2395,1240,2,41.36
539,1385,9067,3,10.81
540,4641,4377,3,5.71
541,4459,891,2,30.75
542,1415,9518,4,39.08
543,4352,9,4,30.73
544,3127,6823,4,39.24
545,4147,8978,1,27.88
546,4084,1143,2,16.33
547,7725,3070,1,48.37
548,5031,174,5,16.72
549,3624,2831,3,26.76
550,2575,9896,2,24.65
551,7929,171,5,27.16
552,4421,4386,2,24.65
553,6281,5638,4,49.62
554,5373,61,4,36.5
555,1488,6026,3,16.56
556,9422,242,4,28.66
557,839,5604,1,13.94
558,4185,7995,4,6.61
559,635,925,1,40.1
560,1515,3156,4,18.8
561,5879,8828,5,42.05
562,4638,9984,3,33.53
563,8396,3553,4,44.36
564,8608,7753,4,8.56
565,6333,7108,4,22.72
566,2901,5295,5,31.64
567,4888,9341,5,34.66
568,9590,3783,2,17.39
569,1542,8820,2,21.14
570,6201,7941,5,46.7
571,6742,9629,1,42.39
572,1380,5714,2,21.07
573,3581,734,2,42.33
574,4005,8043,5,36.16
575,9226,1778,3,21.98
576,2471,5057,4,13.61
577,590,4883,3,29.88
578,5547,2251,5,13.48
579,4521,1479,2,20.65
580,8094,2488,2,45.21
581,3489,8610,3,8.81
582,8963,2735,2,14.2
583,6831,1375,2,27.25
584,9326,817,5,31.44
585,6198,4119,4,16.83
586,7906,4681,5,41.21
587,2096,3669,3,42.02
588,5086,2732,3,20.44
589,7264,6798,5,25.37
590,4721,1025,2,20.76
591,9773,1935,4,11.5
592,9728,9547,1,7.82
593,9872,4241,4,11.48
594,1532,998,4,13.73
595,1484,2650,3,48.91
596,550,8741,4,38.16
597,7417,2860,3,19.38
598,8125,308,1,27.47
599,5693,5678,5,12.95
600,8695,999,4,42.12
601,1813,7712,1,47.0
602,9799,5800,2,49.58
603,7339,772,5,25.21
604,2438,6773,2,15.65
605,5993,9236,5,25.57
606,8241,421,4,5.61
607,8116,2835,5,43.52
608,8791,2439,1,8.18
609,9179,5363,4,29.55
610,8687,7121,3,38.02
611,6541,5836,4,37.96
612,9444,7258,1,18.25
613,3998,1974,4,49.81
614,1474,567,2,37.5
615,3286,2671,4,38.52
616,9822,163,4,18.48
617,6146,2949,1,12.44
618,855,3436,5,32.27
619,4058,6399,1,32.24
620,3497,9265,5,22.1
621,9223,1377,1,22.65
622,2590,1367,1,48.6
623,2405,3116,3,7.33
624,3033,5047,1,18.59
625,9747,7465,4,32.69
626,2158,4655,1,25.23
627,7129,3576,3,6.05
628,4736,7860,3,12.9
629,5881,5145,1,25.91
630,1561,4338,2,14.8
631,8896,7085,2,8.09
632,1105,2813,2,16.14
633,6146,3800,2,32.4
634,7515,3092,3,24.42
635,948,8229,5,20.4
636,2838,5686,4,20.57
637,5143,9611,3,30.63
638,4382,3860,1,7.92
639,89,9559,5,15.55
640,1410,6775,1,37.63
641,9402,5379,3,36.72
642,2326,8164,4,39.6
643,7999,6559,3,10.16
644,9678,3539,1,33.81
645,6948,8540,4,46.15
646,5377,9110,1,28.09
647,6866,3536,3,28.29
648,934,72,5,13.16
649,1610,5914,1,40.52
650,2439,6804,4,24.7
651,7998,8381,3,8.08
652,834,9770,1,13.34
653,8194,3623,3,33.89
654,4470,3210,1,18.88
655,4443,5811,5,41.66
656,2985,2595,3,21.25
657,9688,783,2,17.1
658,4473,6479,1,29.77
659,6413,1927,4,34.07
660,2086,4468,3,19.7
661,2905,2682,3,41.29
662,1243,4995,5,14.37
663,7356,4759,2,14.6
664,3309,6511,1,9.08
665,7318,2027,4,14.71
666,1126,7606,3,28.71
667,4986,4842,4,37.9
668,7734,7351,1,34.7
669,6046,375,4,9.21
670,8540,986,3,37.5
671,233,9280,1,13.89
672,3308,4858,1,27.04
673,525,5261,3,16.8
674,246,8518,3,19.7
675,4631,5379,1,34.3
676,4418,8481,5,9.14
677,2390,784,4,5.33
678,6359,3342,5,23.83
679,5060,2472,2,37.12
680,2486,989,4,17.64
681,4927,8671,3,39.66
682,9610,1498,5,49.03
683,4297,907,1,43.43
684,9809,8982,2,5.38
685,4122,6039,3,28.62
686,6273,5192,4,5.71
687,2193,7027,2,23.42
688,3681,3646,4,23.57
689,7515,3592,4,34.62
690,8320,7662,1,26.1
691,8120,5589,4,39.6
692,8220,8783,5,38.72
693,5073,9114,3,10.34
694,7168,7171,1,35.86
695,804,2520,2,13.12
696,3778,2657,4,27.99
697,6044,6324,5,30.16
698,8742,198,4,46.24
699,8792,40,2,35.78
700,9768,3898,5,33.84
701,6684,1758,2,11.29
702,3465,1527,4,17.1
703,8664,9957,4,17.99
704,9099,197,1,18.64
705,7533,1516,5,9.82
706,98,3144,4,28.81
707,62,8486,1,17.24
708,1702,3189,1,7.81
709,4832,539,2,16.55
710,1068,2986,5,22.2
711,4432,5037,1,21.95
712,4731,9224,5,23.13
713,3262,4661,3,20.28
714,1144,9765,2,22.2
715,4414,9867,4,37.17
716,3626,2626,1,16.22
717,8418,7400,5,44.66
718,6952,3424,1,49.99
719,8439,6273,4,35.96
720,19,8040,1,28.99
721,4918,7499,5,48.21
722,213,5046,2,35.66
723,5168,771,1,23.53
724,1817,8443,1,27.98
725,3752,6853,5,28.72
726,187,5260,1,41.42
727,8089,2118,1,29.68
728,5014,4158,3,37.02
729,296,3157,4,41.25
730,5051,6074,5,49.36
731,2943,2660,4,20.71
732,1014,4326,1,40.38
733,7420,1610,3,34.59
734,3021,9518,1,33.95
735,2785,8285,2,37.59
736,9011,6657,1,18.59
737,1260,3726,5,18.89
738,4256,4979,4,40.54
739,7827,1641,3,9.68
740,5603,9372,1,38.68
741,1820,898,1,36.64
742,2050,9653,1,31.32
743,2705,6708,1,23.48
744,3049,2816,5,19.23
745,5235,3376,1,19.7
746,9474,4675,5,11.77
747,7141,9781,1,49.44
748,4200,7251,1,15.18
749,380,755,3,19.46
750,1042,7969,4,7.78
751,9887,4979,4,14.74
752,7557,5986,2,37.81
753,9417,215,5,47.9
754,9299,6461,4,21.75
755,1062,1338,3,19.21
756,7435,4337,3,22.36
757,9234,7111,4,10.75
758,4626,9339,4,19.25
759,5621,5514,5,17.85
760,5111,10,4,30.19
761,5183,8757,1,13.08
762,7106,450,1,19.33
763,2041,6282,3,14.48
764,7796,327,2,20.61
765,5956,6397,5,11.77
766,3036,230,2,21.79
767,5530,665,2,13.6
768,2660,1912,5,16.86
769,8912,3012,5,30.19
770,5990,7692,5,29.35
771,9308,7802,1,20.79
772,4783,3323,1,23.54
773,3921,2244,5,19.5
774,9705,7207,4,20.43
775,3935,1342,5,34.08
776,4761,7429,3,35.98
777,2789,7639,3,7.08
778,5003,494,4,10.2
779,9013,953,3,7.56
780,6036,7756,5,46.91
781,8872,4711,4,20.96
782,7928,5852,1,49.87
783,1142,2666,5,7.18
784,5444,9415,4,41.01
785,4555,6993,5,29.1
786,4320,7644,5,13.19
787,2716,1723,3,13.42
788,9824,537,1,14.6
789,5582,4247,5,5.03
790,9231,6350,5,11.22
791,6817,4158,3,21.22
792,8597,1645,1,46.42
793,9496,764,2,43.0
794,4551,1104,4,33.54
795,2145,6221,5,43.98
796,5680,3285,3,42.02
797,666,298,1,16.74
798,1922,2832,3,33.51
799,9576,2909,4,17.28
800,7943,3606,1,35.8
801,6844,2377,5,6.37
802,486,766,5,21.3
803,1608,2779,5,47.58
804,6811,9729,2,40.44
805,4652,1606,4,27.07
806,4971,1323,2,12.82
807,4086,7725,2,37.43
808,7539,6103,4,24.6
809,1959,1854,5,21.12
810,5875,458,3,28.0
811,4170,5914,4,29.08
812,9528,8603,5,46.34
813,4087,6628,5,5.93
814,6506,4696,2,44.37
815,1961,9829,3,30.16
816,7334,4239,5,48.6
817,2756,8285,3,22.59
818,2281,1769,4,20.57
819,3578,8667,1,48.8
820,180,8051,4,33.47
821,4331,2497,1,20.89
822,47,1539,2,49.72
823,1537,6409,5,18.49
824,6408,8132,2,24.65
825,5534,4001,1,17.99
826,9467,1348,2,24.33
827,5567,9526,4,8.04
828,6210,5435,4,47.08
829,9878,8587,5,43.78
830,1559,1207,4,39.74
831,2150,9095,2,8.33
832,6957,4623,3,16.87
833,9894,3851,5,14.33
834,5292,3698,4,34.04
835,7878,7573,4,37.17
836,3434,6556,3,43.01
837,7330,7098,2,49.39
838,7507,4709,3,21.95
839,4752,3886,3,28.88
840,3091,934,4,16.15
841,1463,1245,5,6.03
842,6775,872,4,45.08
843,2067,3080,3,20.6
844,2666,9096,4,42.83
845,751,5421,3,22.33
846,4824,8795,3,19.02
847,4241,9788,2,15.03
848,4803,9715,5,47.08
849,6447,6034,4,48.18
850,6154,4541,5,38.27
851,8437,1642,4,45.4
852,9360,7589,5,36.25
853,3560,2049,2,15.44
854,7687,1473,3,33.54
855,3724,1828,5,7.03
856,2079,8595,4,14.27
857,2429,2514,2,36.48
858,65,2871,2,47.03
859,5581,6242,5,41.37
860,6917,1132,5,39.28
861,9365,8998,1,28.6
862,4924,2243,3,19.21
863,2606,793,2,46.54
864,5225,4837,1,22.15
865,5804,7234,4,16.47
866,3793,6688,1,6.87
867,7703,8254,4,12.53
868,3255,11,2,7.76
869,7895,4808,5,26.67
870,4801,8745,4,47.28
871,5832,7633,5,12.19
872,2128,7871,3,18.5
873,3350,7839,4,31.49
874,3879,2177,5,8.51
875,2605,3675,1,42.72
876,6680,7131,2,22.79
877,4738,8774,5,8.12
878,1653,6342,5,20.71
879,5083,20,4,47.37
880,2543,2796,4,5.16
881,3075,7019,5,12.05
882,2368,6757,1,44.67
883,4947,2013,3,38.37
884,1577,3359,2,7.19
885,6987,5883,5,46.75
886,1311,4629,5,38.11
887,7024,9492,1,33.42
888,4013,4884,5,15.03
889,3814,2256,3,40.18
890,4484,4239,2,8.74
891,4961,4517,5,6.64
892,5764,3920,5,39.21
893,7830,5794,4,5.08
894,52,7138,3,39.31
895,3734,1346,1,19.16
896,9012,4648,5,35.65
897,5340,2154,3,6.87
898,4702,3033,5,44.98
899,6554,6502,2,46.28
900,8675,908,1,9.62
901,862,9223,3,33.5
902,6393,4156,1,10.81
903,6557,7287,5,18.1
904,3952,1933,1,18.1
905,1636,193,4,46.19
906,940,5641,3,42.8
907,3475,8593,1,14.69
908,7402,1185,3,28.93
909,4795,8630,3,11.63
910,6324,3087,1,34.37
911,8887,1299,3,24.94
912,9300,9385,5,37.67
913,7764,3410,4,44.35
914,2665,4230,2,37.03
915,9974,4553,4,10.68
916,4237,4439,3,41.51
917,1861,6442,4,43.92
918,155,6132,2,32.27
919,1281,2261,1,7.56
920,9176,9372,5,45.45
921,3161,7119,3,27.57
922,4220,900,1,9.51
923,2987,274,2,42.01
924,9667,6000,5,48.91
925,8148,2995,5,26.15
926,3338,2894,1,26.2
927,9253,6960,3,13.81
928,4093,2681,4,16.53
929,4001,6410,3,42.37
930,2635,5046,1,7.12
931,9610,1784,4,25.78
932,6253,5208,1,47.97
933,7083,7532,3,46.98
934,4823,7604,4,37.06
935,5161,9771,3,19.64
936,3353,8345,4,7.48
937,8170,9569,4,47.08
938,9530,6201,4,20.35
939,9086,5893,2,10.1
940,6887,7685,2,22.97
941,3124,3735,4,10.91
942,4980,5727,4,45.3
943,5986,8003,5,33.72
944,7978,9582,4,37.34
945,3653,3629,1,25.94
946,7193,2764,5,20.31
947,593,9598,4,20.83
948,5768,1241,3,9.21
949,3370,8606,2,8.62
950,3023,3522,2,14.48
951,6397,2559,3,7.35
952,7155,3166,1,10.32
953,1506,9883,2,41.03
954,9806,7228,3,48.29
955,8418,2055,2,46.23
956,8,312,2,40.96
957,8200,4629,1,7.25
958,5074,7931,1,45.33
959,7440,5121,2,25.98
960,6013,6097,5,30.68
961,6667,7888,1,5.99
962,4867,146,4,28.03
963,1059,2180,2,41.8
964,1815,4840,1,37.85
965,4843,4858,2,32.75
966,9761,8270,3,36.2
967,9837,6855,4,21.31
968,6248,4765,1,24.39
969,9126,2944,2,49.41
970,4003,2360,3,28.19
971,7809,7629,1,14.53
972,1721,3730,1,9.57
973,2930,397,1,20.6
974,8783,4499,5,8.12
975,9455,7356,5,42.51
976,2644,56,4,26.5
977,2066,4223,2,28.76
978,4323,2098,5,12.82
979,9073,4168,3,15.93
980,1512,3265,4,35.97
981,8360,77,5,42.29
982,1531,6988,3,33.19
983,6811,5568,4,29.1
984,1554,799,4,11.14
985,9846,857,4,33.07
986,4659,2866,5,45.78
987,6071,4907,4,19.6
988,6188,1422,5,7.05
989,2383,6949,2,43.81
990,6746,8240,2,40.9
991,3760,6447,3,25.15
992,7109,646,4,29.88
993,2814,7983,2,37.84
994,495,2293,5,37.0
995,5854,9106,3,48.6
996,9973,5072,2,26.22
997,2076,4020,1,27.47
998,7226,6791,3,26.9
999,864,1373,3,45.08
1000,2528,2078,3,8.31
1001,5246,5238,4,34.86
1002,7196,1536,1,12.95
1003,4353,4535,1,9.11
1004,6605,1380,3,44.63
1005,5067,3862,2,37.75
1006,9855,3249,1,18.05
1007,3076,6864,4,9.56
1008,3628,8005,4,45.05
1009,892,2329,3,22.7
